,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00103662,74,5,42,8,3,4,5,4,-,1,2,-,2,-,3
S00103663,97,9,47,14,2,1,19,3,2,-,-,-,-,-,1
S00103664,85,4,30,8,2,1,29,2,7,1,1,-,1,-,-
S00103665,82,10,26,14,5,1,18,4,3,-,1,2,1,1,-
S00103666,58,4,18,8,2,1,15,6,1,-,3,-,1,-,2
S00103667,71,11,17,7,1,5,12,14,4,-,-,-,1,-,1
S00103668,73,4,31,11,1,2,16,3,1,-,4,-,-,-,-
S00103669,86,6,29,12,1,-,24,5,7,1,1,-,1,-,1
S00103670,77,10,28,12,4,2,15,3,3,-,-,-,4,-,2
S00103671,85,13,29,17,-,2,15,4,4,1,-,-,-,-,-
S00103672,89,11,33,10,2,3,18,6,5,-,1,-,1,-,1
S00103673,78,9,30,8,-,1,16,6,7,-,1,-,-,-,-
S00103674,71,12,29,10,2,-,11,3,3,1,-,-,-,-,-
S00103675,111,22,30,17,3,2,15,12,7,1,2,-,-,-,2
S00103676,45,7,14,10,-,1,9,-,1,2,1,-,-,-,-
S00103677,74,4,27,9,-,1,22,2,8,-,1,-,-,-,-
S00103678,109,6,47,28,2,2,15,4,2,1,2,1,-,-,1
S00103679,107,5,57,16,3,2,16,6,1,1,-,-,-,-,-
S00103680,98,2,49,21,4,1,6,5,10,-,-,1,-,1,1
S00103681,56,4,35,7,3,-,5,2,-,-,-,-,2,-,2
S00103682,64,7,37,7,2,3,3,4,-,-,1,-,-,-,1
S00103683,59,8,28,5,1,-,10,2,-,4,1,-,1,-,1
S00103684,67,8,38,5,2,2,9,-,2,-,1,-,-,-,2
S00103685,70,9,27,9,2,3,4,9,1,3,3,-,1,-,1
S00103686,49,4,20,10,-,2,6,2,4,-,1,-,-,-,-
S00103687,70,6,16,8,1,-,28,5,3,1,2,-,-,-,1
S00103688,87,7,56,12,2,3,6,-,-,-,1,1,-,-,-
S00103689,69,9,28,16,4,-,8,2,1,-,1,-,1,-,1
S00103690,64,8,28,8,2,-,12,3,3,-,-,-,-,-,-
S00103691,81,8,31,21,3,4,4,3,5,1,1,2,-,-,-
S00103692,159,28,90,8,6,8,1,3,7,3,5,2,-,2,2
S00103693,68,10,22,5,3,1,11,1,5,9,1,-,-,2,-
S00103694,169,16,85,20,8,13,1,14,7,1,4,3,-,1,4
S00103695,75,11,42,3,2,3,5,2,2,2,3,-,-,-,1
S00103696,128,18,60,9,6,11,4,9,4,2,5,2,-,1,1
S00103697,78,16,26,3,8,1,3,5,5,7,4,4,1,1,3
S00103698,78,15,19,1,8,2,4,9,4,10,6,2,-,3,4
S00103699,134,26,43,2,15,2,12,6,6,17,5,5,2,5,6
S00103700,81,19,37,2,7,4,2,5,2,2,1,2,-,2,2
S00103701,99,18,31,4,13,1,7,7,6,9,3,5,1,4,5
S00103702,43,7,9,1,6,1,4,2,9,-,4,3,-,1,1
S00103703,174,28,83,20,7,4,4,7,14,3,4,3,-,3,1
S00103704,110,12,30,2,12,6,14,8,11,10,5,5,2,2,5
S00103705,76,12,24,3,7,6,9,1,6,7,1,3,-,-,3
S00103706,94,12,21,-,13,7,5,3,9,17,7,5,2,1,7
S00103707,91,10,22,1,18,3,7,3,7,15,5,3,4,1,10
S00103708,55,6,17,7,5,3,6,1,6,2,2,3,1,1,3
S00103709,57,5,25,3,1,2,13,-,-,4,4,-,1,-,-
S00103710,70,10,15,2,15,2,2,2,7,9,6,3,3,-,6
S00103711,79,4,21,-,9,4,-,7,4,19,11,-,-,1,5
S00103712,58,9,11,1,7,4,20,-,1,3,2,3,1,-,1
S00103713,55,4,14,3,5,1,8,5,5,8,2,3,1,4,1
S00103714,45,6,9,3,3,2,8,-,2,11,1,-,2,-,1
S00103715,82,11,19,-,16,3,9,2,7,9,6,6,2,3,6
S00103716,64,9,28,2,4,2,8,3,4,3,1,1,-,1,1
S00103717,73,10,27,3,6,2,10,4,1,4,6,5,-,1,3
S00103718,57,5,21,-,1,3,12,3,3,8,1,-,-,-,-
S00103719,43,5,17,1,6,1,5,2,-,5,1,4,-,2,2
S00103720,43,11,11,-,4,-,3,1,3,8,2,-,1,-,3
S00103721,63,12,26,-,4,2,9,3,3,2,2,1,1,1,1
S00103722,77,9,14,1,15,4,8,6,5,10,5,2,1,-,8
S00103723,84,12,49,2,4,1,5,4,4,-,3,1,1,-,1
S00103724,108,9,81,5,-,6,-,4,1,2,-,-,-,-,-
S00103725,81,11,50,3,1,4,4,4,3,1,-,-,1,-,-
S00103726,79,8,50,6,1,3,-,2,4,2,3,-,-,-,1
S00103727,68,6,40,8,-,-,9,2,1,2,-,-,-,-,-
S00103728,87,9,40,3,5,2,10,-,6,9,3,-,1,-,3
S00103729,128,11,82,11,2,4,6,3,6,2,1,2,-,1,1
S00103730,100,21,28,5,8,3,9,3,6,12,5,4,2,2,3
S00103731,132,22,59,4,6,8,4,10,12,5,2,2,1,1,3
S00103732,80,9,35,8,7,4,1,2,8,3,3,5,-,1,-
S00103733,95,14,45,5,3,1,13,1,5,3,5,1,-,-,2
S00103734,71,8,40,3,4,4,4,3,4,1,-,2,-,2,1
S00103735,88,19,28,3,7,2,6,2,14,6,1,1,1,-,5
S00103736,53,5,28,3,3,-,5,3,2,1,3,-,-,-,3
S00103737,61,8,15,-,4,11,4,7,6,3,3,-,-,2,1
S00103738,72,11,26,2,1,5,4,7,7,6,3,-,-,-,-
S00103739,96,10,44,5,7,6,4,5,9,3,3,3,-,2,3
S00103740,90,14,38,2,4,4,11,4,4,7,2,1,-,1,2
S00103741,75,8,13,2,8,4,17,7,4,8,4,2,1,1,2
S00103742,76,19,19,2,6,3,4,2,7,10,4,-,1,1,4
S00103743,41,11,14,-,8,-,2,-,5,1,-,2,-,-,4
S00103744,102,15,20,4,11,4,16,9,11,6,6,3,5,3,4
S00103745,72,9,19,4,2,-,6,5,10,9,8,1,-,-,1
S00103746,73,12,20,1,4,-,9,4,8,12,3,-,1,1,3
S00103747,62,16,12,1,10,2,8,3,4,4,2,4,2,2,6
S00103748,71,7,24,4,8,3,4,4,12,4,1,4,1,3,2
S00103749,48,6,24,1,1,-,4,-,5,7,-,-,-,-,1
S00103750,125,23,49,5,11,4,4,8,4,10,7,2,3,2,8
S00103751,103,11,53,8,4,8,2,4,7,2,4,3,-,-,1
S00103752,72,6,35,2,2,4,6,8,1,4,4,-,-,-,2
S00103753,63,4,24,7,4,4,11,3,1,5,-,1,2,-,2
S00103754,149,23,47,4,6,25,12,20,7,3,2,1,1,-,3
S00103755,139,28,33,8,3,13,11,24,13,3,3,2,-,3,-
S00103756,94,7,19,6,9,1,22,6,11,12,1,4,1,3,2
S00103757,99,15,28,4,12,4,3,6,17,4,6,4,1,4,4
S00103758,109,8,44,5,9,7,11,13,7,2,3,1,-,3,1
S00103759,101,8,34,3,15,9,7,6,3,12,4,1,5,1,5
S00103760,99,7,27,5,19,2,6,5,3,14,11,3,1,-,9
S00103761,88,20,27,-,6,5,2,12,9,5,2,1,-,2,2
S00103762,85,10,19,5,3,2,3,6,21,9,7,1,-,1,2
S00103763,83,13,21,3,10,5,3,3,12,11,2,4,2,2,3
S00103764,44,6,7,3,2,4,5,4,6,7,-,1,1,-,1
S00103765,76,13,33,3,3,-,3,2,10,7,2,2,-,-,2
S00103766,119,22,51,7,6,11,4,7,7,1,3,1,-,-,2
S00103767,74,9,30,6,4,4,17,1,-,3,-,1,2,1,1
S00103768,39,5,13,4,-,2,8,3,2,-,2,-,-,-,-
S00103769,95,10,44,10,5,2,15,2,4,3,-,3,-,1,1
S00103770,78,9,29,10,1,5,18,2,-,1,3,-,-,-,-
S00103771,82,10,33,7,-,3,22,2,1,4,-,-,-,-,-
S00103772,65,9,18,6,3,2,17,3,5,1,1,-,2,-,2
S00103773,70,14,29,7,3,1,11,-,3,1,1,-,2,-,1
S00103774,82,16,23,13,1,3,16,3,5,1,1,-,-,-,1
S00103775,83,18,23,10,-,3,23,1,4,-,1,-,-,-,-
S00103776,100,20,41,11,-,3,18,4,2,-,1,-,-,-,-
S00103777,96,10,21,16,1,6,31,3,4,-,4,1,-,-,1
S00103778,111,16,51,8,4,4,12,6,5,3,2,-,2,-,3
S00103779,61,6,28,6,1,5,7,4,2,1,1,-,-,-,1
S00103780,62,11,28,2,3,-,13,3,1,-,1,1,2,-,1
S00103781,84,15,30,9,4,1,21,-,3,1,-,2,-,2,2
S00103782,76,10,25,6,1,3,27,1,2,1,-,-,-,-,-
S00103783,59,11,19,5,-,3,15,1,3,2,-,-,-,-,-
S00103784,74,10,35,5,2,3,14,1,3,-,1,-,1,-,1
S00103785,84,13,35,7,-,2,16,5,4,1,1,-,-,-,-
S00103786,92,15,32,8,3,7,17,5,3,2,-,2,-,-,1
S00103787,70,12,25,13,1,2,6,5,3,2,1,1,-,-,-
S00103788,99,16,44,7,4,4,11,5,5,3,-,-,-,-,2
S00103789,73,11,27,8,2,1,17,5,1,-,1,1,-,-,-
S00103790,85,14,29,14,3,2,7,8,5,2,1,-,-,-,1
S00103791,103,14,35,12,4,9,18,7,1,1,2,1,3,-,3
S00103792,100,15,33,15,2,4,25,3,2,-,1,1,1,1,-
S00103793,96,20,42,3,4,5,10,7,3,-,2,1,1,-,2
S00103794,64,9,22,8,1,2,16,3,3,-,-,1,-,-,-
S00103795,128,19,44,13,-,5,32,6,3,4,2,-,-,-,-
S00103796,118,16,42,7,6,7,23,10,5,2,-,2,-,2,3
S00103797,66,5,14,3,2,1,28,3,3,6,1,-,2,-,2
S00103798,84,11,25,4,5,1,27,-,3,5,3,3,1,-,1
S00103799,96,12,27,13,8,5,18,2,1,6,4,2,1,-,5
S00103800,80,15,35,3,-,3,16,5,2,-,1,-,-,-,-
S00103801,76,11,26,9,-,2,19,3,1,2,3,-,-,-,-
S00103802,66,6,21,10,3,2,19,2,2,1,-,1,1,1,-
S00103803,79,8,20,15,2,2,25,1,2,-,4,-,-,-,1
S00103804,101,12,27,11,3,2,33,6,5,2,-,-,1,-,1
S00103805,113,8,38,16,3,3,34,5,6,-,-,-,1,-,-
S00103806,59,3,14,11,3,-,24,2,2,-,-,-,1,-,1
S00103807,104,8,26,13,3,4,36,10,3,1,-,-,-,-,1
S00103808,93,12,26,9,4,5,20,4,5,4,4,1,3,-,3
S00103809,115,19,38,10,6,3,24,7,7,1,-,-,1,1,3
S00103810,118,13,27,20,1,2,33,7,11,1,3,1,-,-,-
S00103811,105,18,44,19,-,4,8,6,6,-,-,-,-,-,-
S00103812,46,4,33,3,-,1,2,2,-,1,-,-,-,-,-
S00103813,49,6,31,3,2,-,4,2,-,-,1,-,1,-,2
S00103814,86,19,26,4,3,4,17,6,3,2,2,-,1,-,-
S00103815,61,5,29,9,2,-,8,5,3,-,-,-,1,-,2
S00103816,73,18,16,10,1,-,20,4,3,1,-,-,-,-,1
S00103817,88,12,27,8,3,2,24,4,6,1,1,1,-,-,1
S00103818,51,8,22,3,-,1,9,3,1,3,1,-,-,-,-
S00103819,103,16,33,18,-,-,28,2,5,1,-,-,-,-,-
S00103820,91,11,28,22,-,6,15,1,4,1,3,-,-,-,-
S00103821,95,10,38,16,1,2,12,3,9,2,2,-,1,-,-
S00103822,99,17,34,10,3,-,20,6,8,-,1,-,2,-,2
S00103823,54,2,14,4,1,4,25,-,4,-,-,-,1,-,1
S00103824,77,10,23,13,-,2,19,1,6,1,2,-,-,-,-
S00103825,87,12,25,23,2,3,8,7,5,2,-,1,1,-,1
S00103826,96,11,34,12,1,2,23,4,6,2,1,-,-,-,-
S00103827,103,13,40,16,4,2,21,4,3,-,-,1,-,-,1
S00103828,127,11,56,14,3,5,20,8,5,4,1,-,-,-,2
S00103829,113,19,54,9,-,4,16,6,4,-,1,-,-,-,-
S00103830,56,4,14,13,1,1,17,1,4,-,1,-,1,-,-
S00103831,118,16,44,18,4,-,30,5,1,-,-,2,-,2,-
S00103832,108,14,42,11,3,3,20,10,2,1,2,1,2,-,1
S00103833,78,12,27,10,3,2,15,4,4,-,1,1,-,1,2
S00103834,40,3,13,5,2,-,16,-,-,1,-,-,1,-,1
S00103835,63,13,20,6,3,2,13,3,2,1,-,-,-,-,1
S00103836,49,3,15,7,2,-,14,3,3,2,-,1,1,-,1
S00103837,112,13,44,12,2,1,27,9,1,2,1,-,1,-,1
S00103838,85,2,24,9,1,2,32,6,7,2,-,-,1,-,1
S00103839,123,13,42,23,6,3,21,6,8,-,1,-,3,-,4
S00103840,65,14,25,3,2,2,11,-,2,2,4,1,-,-,2
S00103841,66,9,22,4,5,1,5,-,1,11,8,2,-,1,1
S00103842,56,5,20,4,3,1,10,-,4,9,-,1,-,-,3
S00103843,83,18,33,5,3,3,7,1,8,4,1,1,-,2,1
S00103844,59,8,25,4,3,1,6,-,4,4,4,1,1,2,1
S00103845,105,13,33,7,23,5,9,5,1,9,-,7,5,4,7
S00103846,96,19,34,6,4,-,11,1,11,6,4,-,1,-,-
S00103847,62,5,40,4,3,-,6,-,-,4,-,-,-,-,2
S00103848,76,15,27,5,3,2,11,4,8,1,-,1,-,1,1
S00103849,54,9,22,4,-,-,7,2,5,4,1,-,-,-,-
S00103850,89,7,40,6,6,2,8,4,5,10,1,3,-,2,1
S00103851,62,6,22,7,4,2,8,-,8,4,1,3,-,1,-
S00103852,58,11,30,2,3,-,5,1,-,3,3,1,-,-,1
S00103853,76,6,33,2,8,5,8,1,5,7,1,4,3,1,2
S00103854,86,16,30,3,5,2,10,7,1,8,4,3,1,-,2
S00103855,64,15,27,7,4,1,7,2,1,-,-,-,1,1,2
S00103856,76,12,32,13,2,1,9,3,1,2,1,-,-,-,1
S00103857,87,21,31,3,9,3,7,3,1,4,5,3,2,2,4
S00103858,70,11,28,2,5,2,7,9,-,6,-,3,-,2,1
S00103859,112,26,33,13,9,2,19,2,3,3,2,3,3,1,4
S00103860,84,15,35,6,2,2,11,6,1,4,2,-,-,-,-
S00103861,69,8,28,1,6,3,14,1,3,3,2,3,1,3,2
S00103862,99,16,41,13,4,4,12,2,4,-,3,2,1,2,1
S00103863,76,9,42,5,-,2,14,1,2,1,-,-,-,-,-
S00103864,91,11,24,22,4,5,12,5,4,2,2,2,1,-,-
S00103865,85,17,27,7,2,1,20,5,1,4,1,1,-,-,-
S00103866,74,18,24,6,2,3,14,2,-,4,1,1,-,-,-
S00103867,57,10,23,4,6,1,8,2,1,2,-,4,1,2,1
S00103868,91,17,33,15,4,2,10,5,2,2,1,4,-,1,-
S00103869,71,6,29,3,4,2,14,1,3,3,6,2,-,3,1
S00103870,72,8,29,4,2,2,8,4,-,12,3,1,-,-,1
S00103871,66,8,31,1,4,6,9,1,2,4,-,1,1,-,2
S00103872,90,10,35,1,8,4,11,5,7,5,4,2,1,-,4
S00103873,68,17,25,4,2,1,9,3,4,2,1,-,-,-,-
S00103874,63,8,31,2,2,1,10,2,1,4,2,1,-,-,1
S00103875,77,14,38,3,3,1,5,1,4,6,2,1,1,1,1
S00103876,101,18,40,4,4,2,18,6,7,-,2,2,-,1,1
S00103877,60,2,30,5,2,1,17,-,-,-,3,-,1,-,1
S00103878,122,23,43,8,6,7,20,4,5,4,2,3,1,1,2
S00103879,70,8,23,6,5,3,11,5,4,4,1,2,3,1,3
S00103880,72,14,33,3,2,3,9,4,1,3,-,2,-,1,-
S00103881,69,13,25,6,2,3,10,6,2,1,1,-,-,-,-
S00103882,68,11,25,5,3,3,12,1,7,-,1,2,-,2,-
S00103883,92,12,46,4,2,3,11,6,1,7,-,-,-,-,1
S00103884,77,14,33,3,4,2,11,4,3,2,1,1,1,-,1
S00103885,82,9,33,10,2,4,17,4,1,2,-,-,-,-,1
S00103886,38,8,17,4,1,-,5,2,1,-,-,-,1,-,1
S00103887,52,10,16,5,2,2,10,2,1,4,-,-,2,-,-
S00103888,79,12,37,4,5,5,10,1,-,4,1,1,1,-,3
S00103889,81,17,35,4,1,-,12,8,2,1,1,-,-,-,1
S00103890,53,7,30,1,2,1,12,-,-,-,-,1,1,-,-
S00103891,54,10,20,4,1,2,13,2,2,-,-,-,-,-,-
S00103892,109,16,54,2,-,1,18,7,7,1,3,-,-,-,-
S00103893,88,11,35,9,5,-,15,5,6,1,1,1,2,-,3
S00103894,79,13,25,10,1,4,15,4,4,1,2,-,-,-,-
S00103895,161,17,73,20,2,2,20,14,11,-,2,-,1,-,2
S00103896,65,9,29,6,-,1,12,1,4,-,3,-,-,-,-
S00103897,46,5,17,6,-,-,10,3,3,1,1,-,-,-,-
S00103898,63,10,23,7,1,-,11,5,5,1,-,1,-,-,-
S00103899,61,6,15,8,3,2,20,3,-,2,2,1,-,-,-
S00103900,56,4,31,8,-,1,10,-,1,1,-,-,-,-,-
S00103901,71,12,29,6,4,-,16,-,1,2,1,2,1,1,1
S00103902,97,11,38,16,1,1,19,4,3,2,2,-,1,-,-
S00103903,113,17,36,22,1,4,22,5,3,3,-,-,-,-,-
S00103904,75,15,22,11,-,2,15,4,4,2,-,-,-,-,-
S00103905,121,24,40,18,2,-,24,5,3,2,3,-,1,-,1
S00103906,88,17,33,14,1,1,12,3,7,-,-,-,1,-,1
S00103907,93,18,44,9,1,1,8,3,7,2,-,-,-,-,-
S00103908,82,9,28,13,3,1,7,10,4,5,2,1,-,1,1
S00103909,60,8,22,8,1,2,10,2,1,1,5,1,-,-,-
S00103910,72,3,42,8,1,4,5,4,2,3,-,-,1,-,-
S00103911,58,15,21,3,4,2,6,3,3,1,-,2,1,1,1
S00103912,84,8,35,10,-,5,9,5,8,2,2,-,-,-,-
S00103913,58,9,31,3,3,3,6,-,1,-,2,1,1,-,1
S00103914,80,12,38,3,4,2,11,5,3,1,1,-,1,-,2
S00103915,102,15,45,16,3,3,12,3,4,1,-,3,-,1,-
S00103916,67,10,29,1,1,2,18,1,3,2,-,1,-,1,-
S00103917,64,12,24,2,-,2,15,6,2,-,1,-,-,-,-
S00103918,97,13,46,8,3,1,16,4,2,1,3,2,1,-,-
S00103919,102,12,46,6,1,1,25,4,5,1,1,-,-,1,-
S00103920,52,4,27,6,1,1,8,3,1,-,1,-,-,-,1
S00103921,69,13,25,4,-,1,19,5,2,-,-,-,-,-,-
S00103922,74,13,26,10,-,5,11,6,3,-,-,-,-,-,-
S00103923,56,6,25,-,3,4,9,1,1,2,5,1,-,-,2
S00103924,99,13,39,5,6,7,7,3,6,9,4,1,-,1,3
S00103925,76,12,21,3,9,3,9,6,7,6,-,1,4,-,3
S00103926,64,5,27,6,2,2,5,-,8,9,-,-,1,-,1
S00103927,68,8,28,-,8,2,5,1,5,5,6,2,2,1,3
S00103928,71,8,24,2,6,4,5,2,5,5,10,-,1,-,5
S00103929,81,15,12,-,7,2,6,3,7,21,8,2,-,1,3
S00103930,72,9,25,2,13,2,6,1,3,7,4,3,3,1,9
S00103931,73,8,23,6,8,2,3,2,12,6,3,1,2,2,3
S00103932,63,5,18,1,10,4,9,3,4,5,4,3,-,1,5
S00103933,70,12,17,5,9,5,4,2,3,8,5,4,3,-,3
S00103934,80,11,26,6,7,1,6,3,5,13,2,2,1,-,4
S00103935,75,12,12,5,9,2,10,3,8,14,-,2,2,2,4
S00103936,78,14,12,4,9,2,7,10,7,8,5,4,2,-,6
S00103937,75,17,17,5,7,4,5,2,5,10,3,1,-,-,2
S00103938,60,9,19,1,9,3,1,2,8,5,3,3,1,-,4
S00103939,56,9,14,4,7,1,9,-,4,7,1,1,1,-,2
S00103940,61,11,14,1,8,4,4,5,2,11,1,3,1,1,3
S00103941,75,15,22,2,11,3,3,1,13,5,-,4,2,1,1
S00103942,96,15,36,3,13,3,12,2,3,8,1,5,3,2,4
S00103943,106,13,20,6,9,8,16,5,6,16,7,4,3,1,4
S00103944,71,13,22,7,-,1,10,2,7,8,1,-,-,-,-
S00103945,60,17,22,-,1,-,11,1,1,5,2,-,-,-,-
S00103946,51,6,19,3,5,-,11,-,2,5,-,1,-,-,2
S00103947,110,14,38,18,1,1,27,6,3,1,1,-,-,-,1
S00103948,26,1,9,1,-,3,11,-,1,-,-,-,-,-,-
S00103949,49,8,12,3,4,1,7,-,5,6,3,-,2,1,3
S00103950,59,11,18,-,5,1,13,1,1,8,1,1,1,-,1
S00103951,86,8,31,7,9,1,12,2,5,9,2,1,3,-,7
S00103952,56,6,13,2,5,5,4,2,7,8,4,-,1,-,2
S00103953,75,3,29,6,4,3,15,1,8,4,2,-,2,-,1
S00103954,74,17,21,2,9,4,1,2,3,9,6,2,2,2,4
S00103955,57,2,17,2,10,1,9,2,4,10,-,3,2,3,3
S00103956,46,2,14,-,3,6,6,2,2,8,3,-,1,-,1
S00103957,97,15,23,1,9,9,4,4,14,15,3,2,-,5,2
S00103958,101,14,29,4,14,4,13,1,8,8,6,-,2,2,7
S00103959,46,2,9,2,5,-,12,4,7,5,-,1,2,-,4
S00103960,68,12,21,5,2,1,12,-,1,14,-,2,-,-,-
S00103961,90,13,38,10,7,3,2,4,7,4,2,2,2,-,2
S00103962,78,8,41,4,4,4,6,2,1,8,-,1,1,-,1
S00103963,76,9,45,9,1,5,-,4,2,1,-,-,-,-,-
S00103964,109,4,67,11,3,7,7,3,2,3,2,1,-,-,2
S00103965,97,10,52,5,3,11,3,8,2,2,1,-,-,-,1
S00103966,78,6,42,9,4,2,2,9,1,3,-,1,-,-,-
S00103967,99,9,49,16,6,4,6,2,2,3,2,2,2,-,3
S00103968,58,5,37,6,3,4,-,-,1,-,2,1,1,-,1
S00103969,95,12,52,11,1,2,1,8,5,1,2,-,-,-,-
S00103970,101,5,62,6,9,1,5,5,3,4,1,2,-,1,3
S00103971,52,4,33,4,1,3,1,2,3,-,1,1,-,-,-
S00103972,122,6,41,2,4,35,1,28,-,3,2,4,-,-,1
S00103973,60,10,42,2,2,1,1,-,1,1,-,2,-,-,-
S00103974,117,15,52,8,10,12,-,4,10,4,2,5,-,-,6
S00103975,93,8,62,4,3,4,1,2,-,5,4,1,1,-,3
S00103976,59,11,19,5,7,-,6,2,4,2,3,-,1,-,5
S00103977,117,17,30,4,8,10,9,8,15,10,6,1,3,3,3
S00103978,131,5,72,13,7,3,13,6,3,4,5,2,-,1,2
S00103979,102,15,23,12,12,1,5,9,13,9,3,7,2,4,5
S00103980,79,7,22,3,5,3,17,5,3,12,2,1,1,-,4
S00103981,104,17,35,4,6,3,22,3,3,7,4,2,3,1,3
S00103982,100,20,47,12,3,2,9,3,4,-,-,1,1,-,1
S00103983,115,21,46,6,5,3,17,5,5,5,2,1,1,1,3
S00103984,62,8,15,2,8,4,18,-,-,5,2,2,2,2,3
S00103985,94,20,40,4,4,2,8,6,5,4,1,1,-,2,2
S00103986,99,7,50,4,2,3,16,4,6,6,1,-,1,-,1
S00103987,84,11,32,7,5,2,17,3,5,1,1,1,1,-,5
S00103988,90,19,32,4,6,-,7,7,9,4,2,2,1,-,4
S00103989,76,14,27,8,5,2,18,1,-,-,1,3,-,-,2
S00103990,76,8,29,5,1,3,13,3,9,5,-,1,-,-,1
S00103991,78,19,37,1,1,1,11,4,1,3,-,-,-,1,-
S00103992,67,11,33,1,2,1,13,2,1,1,2,1,1,1,-
S00103993,80,6,34,6,7,2,17,1,-,4,3,4,1,2,3
S00103994,71,17,28,2,3,2,6,3,2,4,4,1,1,1,-
S00103995,84,13,41,3,6,2,8,4,4,1,2,-,2,1,3
S00103996,108,11,52,18,6,2,1,6,9,-,3,-,1,-,3
S00103997,73,8,46,8,1,-,3,4,1,-,2,-,-,-,1
S00103998,84,5,54,9,5,2,6,-,3,-,-,1,-,-,2
S00103999,83,3,54,10,2,6,3,2,2,-,1,2,-,-,-
S00104000,79,8,42,13,1,3,2,2,6,2,-,-,1,-,1
S00104001,53,4,37,4,1,2,2,2,1,-,-,1,-,-,1
S00104002,93,6,63,15,1,4,-,3,-,-,1,1,-,1,-
S00104003,149,16,83,11,3,6,7,14,7,2,-,1,1,-,2
S00104004,62,17,25,4,1,1,6,4,4,-,-,-,-,-,1
S00104005,109,10,79,4,3,5,-,3,2,2,1,1,1,1,1
S00104006,71,7,49,3,1,3,-,3,2,2,1,-,-,-,1
S00104007,73,7,28,7,4,3,14,1,3,1,5,-,1,1,-
S00104008,66,11,31,3,1,1,10,5,1,3,-,-,-,-,-
S00104009,62,10,11,2,7,1,9,1,5,10,6,6,1,2,3
S00104010,117,18,41,9,7,6,15,8,11,2,-,4,1,1,2
S00104011,108,20,48,6,3,3,13,4,6,2,3,1,1,-,-
S00104012,77,7,36,8,4,4,5,5,4,3,1,3,-,-,2
S00104013,67,8,28,6,9,2,4,4,2,2,2,3,-,1,4
S00104014,70,10,31,5,2,1,12,1,-,8,-,-,-,-,-
S00104015,64,12,21,3,2,1,11,2,3,8,1,-,-,-,2
S00104016,74,14,21,9,4,5,12,5,1,3,-,1,3,-,-
S00104017,126,32,51,9,3,5,11,10,1,3,1,2,-,1,2
S00104018,129,21,42,15,4,7,18,11,4,5,2,2,-,2,1
S00104019,94,12,33,1,5,6,17,8,3,6,3,1,1,-,1
S00104020,111,19,48,10,5,3,21,3,-,2,-,1,1,-,1
S00104021,75,19,28,4,-,1,9,4,1,5,4,-,-,-,-
S00104022,75,16,23,12,2,1,11,4,4,-,2,-,1,-,2
S00104023,82,11,32,7,3,4,7,5,5,7,1,2,-,-,1
S00104024,90,11,43,4,10,1,15,2,2,2,-,3,1,-,4
S00104025,99,8,54,5,4,4,13,4,4,3,-,2,1,1,1
S00104026,122,24,54,12,3,4,19,3,2,-,1,2,-,1,-
S00104027,101,13,40,10,2,2,20,4,6,3,1,1,-,-,1
S00104028,54,-,40,5,1,2,4,-,1,-,1,-,1,-,1
S00104029,142,24,61,21,1,4,17,7,4,3,-,-,1,-,-
S00104030,88,23,23,4,3,2,23,2,6,1,1,1,1,-,1
S00104031,78,8,31,7,2,2,10,16,-,2,-,-,1,-,-
S00104032,39,4,17,6,-,3,1,6,2,-,-,-,-,-,-
S00104033,34,2,17,5,4,1,2,2,-,1,-,1,-,-,2
S00104034,95,16,40,17,1,3,10,3,3,-,2,-,-,-,-
S00104035,58,2,30,5,4,1,9,1,3,2,1,-,-,-,2
S00104036,78,9,26,15,1,-,19,3,5,-,-,-,1,-,-
S00104037,76,10,23,10,3,-,23,3,3,1,-,2,1,1,-
S00104038,101,11,51,9,4,6,5,7,3,3,2,-,2,1,2
S00104039,86,13,47,9,-,1,8,4,1,3,-,-,-,-,-
S00104040,89,7,31,20,1,4,13,7,3,2,1,1,-,1,-
S00104041,65,7,45,-,1,3,2,1,2,3,1,-,-,-,1
S00104042,86,12,39,9,10,6,6,-,-,4,-,3,2,2,3
S00104043,57,8,29,4,6,1,-,-,-,5,4,3,1,-,1
S00104044,64,7,29,7,1,3,2,-,1,10,4,-,-,-,1
S00104045,56,5,35,5,3,1,4,1,1,1,-,-,1,-,1
S00104046,89,15,23,17,4,-,14,6,9,-,1,1,-,1,2
S00104047,100,14,37,18,2,-,13,9,7,-,-,1,-,1,1
S00104048,49,13,19,7,-,1,5,1,1,-,2,-,-,-,-
S00104049,89,10,35,8,2,1,18,5,5,4,1,-,1,-,-
S00104050,61,8,23,10,-,2,13,2,2,1,-,-,-,-,-
S00104051,88,9,34,11,2,-,19,5,6,1,1,-,1,-,-
S00104052,76,8,30,8,-,4,20,3,3,-,-,-,-,-,-
S00104053,75,9,32,10,1,4,11,4,-,4,-,-,-,-,-
S00104054,54,6,13,8,-,3,20,2,1,-,1,-,-,-,-
