OA_CODE,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00106647,102,10,8,6,8,2,-,3,6,15,20,20,2,2,-,-,-,28,27
S00106648,103,11,1,-,3,1,2,-,8,11,19,19,14,9,4,1,-,40.4,42
S00106649,115,16,10,1,1,-,5,4,11,17,29,16,3,2,-,-,-,27.5,28
S00106650,119,7,4,2,2,1,3,3,6,8,21,17,10,15,11,6,3,47,47
S00106651,90,8,3,2,6,2,4,1,4,1,13,18,11,12,4,1,-,41.5,47
S00106652,80,-,-,-,-,-,-,1,22,24,14,13,3,3,-,-,-,33.5,27
S00106653,124,9,3,-,2,1,3,3,5,10,21,29,3,17,16,1,1,45.7,49
S00106654,73,6,3,1,9,-,6,1,1,3,16,21,3,3,-,-,-,33.5,39
S00106655,56,-,1,-,4,-,2,1,6,4,12,7,6,10,3,-,-,43.9,44
S00106656,85,17,9,-,7,-,2,1,4,13,14,12,5,1,-,-,-,25.7,26
S00106657,168,19,15,13,20,5,8,5,5,6,43,18,6,5,-,-,-,25.5,19
S00106658,116,5,5,2,3,-,2,3,9,17,36,17,7,3,5,2,-,36.4,32
S00106659,70,2,2,-,1,-,1,1,9,16,16,12,1,3,4,-,2,37.9,32
S00106660,71,4,2,3,1,-,-,-,8,13,23,10,2,3,2,-,-,34.3,30
S00106661,205,2,1,1,-,-,-,-,1,-,8,9,14,18,67,40,44,77.7,82
S00106662,160,8,4,5,5,-,-,-,10,15,34,28,9,24,15,2,1,44.8,44
S00106663,123,8,2,-,5,4,1,4,3,3,17,30,15,20,9,2,-,46.8,50
S00106664,146,9,2,1,4,2,1,2,16,21,49,25,5,5,3,1,-,35.7,33
S00106665,114,5,-,2,4,-,2,5,11,3,22,30,8,12,8,2,-,44.4,45
S00106666,138,10,7,5,7,1,4,-,5,5,32,32,7,13,10,-,-,40,42
S00106667,90,7,4,2,6,1,1,-,5,9,20,15,7,9,3,1,-,38.3,38
S00106668,115,8,2,2,8,1,3,6,2,4,19,27,5,9,12,6,1,43.8,46
S00106669,86,4,3,1,1,-,1,4,4,5,11,16,11,16,7,1,1,48.7,57
S00106670,120,8,3,2,14,1,5,3,13,4,15,29,6,13,2,2,-,37,38
S00106671,64,2,1,-,2,1,1,-,2,7,3,11,7,15,8,4,-,53.6,62
S00106672,79,2,-,4,7,3,2,5,3,3,21,23,2,3,1,-,-,36.2,40
S00106673,94,9,4,2,3,1,1,-,3,7,17,20,10,8,6,3,-,42.1,45
S00106674,75,3,3,1,1,-,-,5,10,14,17,9,2,6,3,-,1,36.3,30
S00106675,90,11,5,2,2,-,1,1,4,2,22,17,5,12,6,-,-,39.9,43
S00106676,110,6,4,1,8,2,4,3,3,9,21,35,6,5,1,2,-,38,42
S00106677,88,1,8,3,10,-,3,2,5,1,19,17,5,5,6,3,-,39.1,41
S00106678,93,1,3,3,5,-,4,4,6,6,18,28,10,-,5,-,-,39.7,42
S00106679,105,6,2,3,2,-,2,-,1,3,23,28,15,13,6,1,-,47,52
S00106680,57,3,-,2,2,-,-,-,3,2,14,16,10,4,1,-,-,43.4,46
S00106681,103,9,2,-,3,-,3,3,3,16,26,27,5,1,5,-,-,37.1,36
S00106682,69,-,-,1,3,-,-,1,2,2,3,6,4,16,19,9,3,65.9,73
S00106683,113,1,3,1,1,-,1,-,9,14,25,18,8,16,9,4,3,47.7,45
S00106684,73,-,-,-,1,-,-,-,16,27,19,4,4,1,1,-,-,32.3,29
S00106685,58,-,3,2,2,1,2,2,2,2,17,12,2,9,2,-,-,41.4,43
S00106686,80,1,2,-,-,1,-,3,-,1,8,6,4,8,19,20,7,67.9,79
S00106687,66,3,2,2,6,4,-,1,4,4,13,14,3,2,5,2,1,38.7,34
S00106688,68,6,-,1,5,1,4,1,1,1,10,15,2,8,9,3,1,46.1,50
S00106689,70,3,1,2,3,1,1,-,-,-,14,15,7,9,13,-,1,51,53
S00106690,64,2,1,1,2,-,1,1,2,4,12,24,3,8,3,-,-,45,48
S00106691,91,6,6,3,7,2,1,1,6,6,19,27,4,2,1,-,-,33.5,36
S00106692,144,3,2,2,24,6,13,3,3,5,13,32,11,13,6,7,1,40.7,44
S00106693,86,5,1,1,1,1,1,-,4,6,17,15,8,12,9,3,2,49.3,51
S00106694,114,11,7,-,11,1,5,8,8,15,33,11,3,-,1,-,-,26.8,26
S00106695,107,10,-,-,2,-,6,5,10,14,28,27,3,1,-,1,-,33.1,32
S00106696,126,10,12,2,10,4,4,3,10,12,30,19,4,4,2,-,-,29.7,28
S00106697,101,17,1,1,7,3,4,5,4,12,28,12,1,4,2,-,-,28.7,27
S00106698,91,5,3,4,6,2,1,1,5,10,21,23,1,3,6,-,-,35.9,38
S00106699,107,6,5,5,9,1,7,4,7,5,24,22,6,4,1,1,-,33,33
S00106700,110,8,2,3,11,3,-,3,13,8,24,20,9,4,2,-,-,33.4,31
S00106701,89,7,2,2,8,2,2,2,6,2,24,25,3,1,3,-,-,34.8,35
S00106702,99,3,3,1,8,2,2,1,5,3,13,27,8,14,5,3,1,45.2,48
S00106703,128,4,7,4,6,1,2,3,7,1,25,29,16,8,13,1,1,44.6,47
S00106704,114,8,5,3,18,2,2,1,4,1,23,27,6,7,7,-,-,36.4,41
S00106705,57,5,1,1,4,1,1,2,2,-,15,11,3,3,6,1,1,41.7,43
S00106706,111,1,6,7,3,1,4,2,10,4,14,30,9,13,5,2,-,42.6,47
S00106707,60,1,-,-,4,2,-,5,4,-,4,12,4,10,8,6,-,52.2,55
S00106708,95,2,1,-,12,1,3,5,8,12,23,21,1,4,1,1,-,34.4,32
S00106709,71,3,4,2,5,1,-,-,4,3,12,27,5,5,-,-,-,39.8,47
S00106710,86,4,2,2,6,-,-,-,7,4,9,15,4,19,10,3,1,48.2,52
S00106711,157,7,7,6,10,2,3,1,11,11,30,36,10,12,9,1,1,39.6,42
S00106712,91,3,2,2,5,-,3,2,-,-,20,25,6,14,7,2,-,47.1,48
S00106713,95,12,4,2,6,2,1,-,3,7,25,21,4,3,5,-,-,35.2,36
S00106714,155,9,8,3,9,2,1,1,5,2,19,38,17,22,17,2,-,46.8,52
S00106715,65,1,5,2,3,1,5,1,1,4,13,11,8,3,6,-,1,41.4,43
S00106716,55,4,-,1,1,-,3,5,4,-,9,15,2,8,3,-,-,41.9,48
S00106717,99,1,-,-,-,-,1,5,44,20,16,5,1,5,1,-,-,29.6,24
S00106718,83,2,2,3,7,3,1,3,6,10,23,14,3,5,-,-,1,33.5,32
S00106719,95,6,1,1,2,1,-,-,4,11,24,18,12,8,4,-,3,43.8,42
S00106720,132,7,3,4,5,2,6,2,8,8,33,29,7,12,4,2,-,39.5,40
S00106721,174,5,1,2,3,1,4,1,9,16,42,33,10,12,8,11,16,48.8,45
S00106722,102,8,8,3,10,1,5,1,2,4,21,16,8,8,7,-,-,36.6,40
S00106723,71,1,-,-,1,-,-,1,21,17,14,13,-,-,3,-,-,33.5,28
S00106724,63,-,-,-,2,-,1,2,2,2,10,17,6,8,10,2,1,54,56
S00106725,127,1,1,-,2,-,-,3,35,30,28,15,6,3,2,1,-,33.6,28
S00106726,93,2,-,-,2,-,-,-,7,32,31,14,3,-,1,1,-,34.7,32
S00106727,82,3,2,-,-,-,1,1,7,18,27,10,5,3,2,1,2,37.7,33
S00106728,84,5,2,-,-,-,-,1,3,14,33,13,3,6,4,-,-,38.6,36
S00106729,62,4,1,-,3,-,1,1,4,7,27,7,3,2,-,-,2,35.5,33
S00106730,142,4,3,1,3,-,1,3,8,7,40,19,4,19,13,9,8,50,45
S00106731,73,4,2,-,3,1,2,-,2,5,15,14,5,10,7,2,1,46.3,49
S00106732,57,2,1,2,-,-,1,-,1,11,14,13,4,4,4,-,-,41.9,41
S00106733,70,2,1,1,-,-,1,-,13,6,22,19,-,3,2,-,-,37.1,35
S00106734,106,1,2,-,-,-,-,2,22,26,34,12,-,1,6,-,-,34.2,30
S00106735,85,2,1,1,2,-,-,3,11,7,23,16,8,11,-,-,-,40.4,37
S00106736,134,3,1,-,1,-,1,5,45,27,25,13,4,3,4,-,2,32.3,26
S00106737,108,3,1,-,-,-,-,7,47,17,17,12,1,3,-,-,-,28.6,23
S00106738,118,2,1,-,2,1,-,5,36,21,19,15,4,5,6,1,-,34.8,27
S00106739,149,-,1,-,-,-,1,21,54,10,16,5,6,13,17,3,2,38.5,24
S00106740,54,-,-,-,2,-,-,-,-,1,2,9,5,11,20,4,-,66.7,72
S00106741,67,1,-,-,-,-,1,1,10,1,7,14,6,14,10,1,1,53.8,58
S00106742,52,5,2,-,-,-,-,2,2,4,9,5,2,8,11,2,-,47.8,47
S00106743,135,6,1,2,3,-,3,1,7,14,19,38,5,17,13,3,3,47.3,49
S00106744,100,3,1,2,2,1,-,4,7,31,37,10,1,-,1,-,-,30.1,29
S00106745,68,3,1,3,2,1,1,-,6,7,23,15,3,2,1,-,-,35,34
S00106746,101,3,-,1,3,-,-,1,4,16,22,23,8,6,10,2,2,45.9,45
S00106747,75,-,2,2,8,2,2,1,9,2,10,27,3,4,3,-,-,39.3,44
S00106748,145,9,7,2,13,1,8,2,3,13,40,37,4,4,2,-,-,33.4,36
S00106749,78,-,3,1,14,2,2,2,4,2,18,18,3,6,2,1,-,36.7,40
S00106750,71,3,2,-,-,-,-,5,15,11,18,10,1,-,5,1,-,33.9,27
S00106751,85,9,1,1,3,-,-,1,4,14,26,14,3,3,-,5,1,36.5,32
S00106752,92,1,-,-,1,-,2,2,5,4,23,13,5,18,7,7,4,53.3,51
S00106753,116,3,1,-,10,-,-,4,12,16,43,21,4,2,-,-,-,34,35
S00106754,113,4,-,3,2,-,1,3,15,18,33,20,6,4,3,1,-,36.4,31
S00106755,82,-,-,-,-,-,-,-,22,17,17,17,3,3,3,-,-,37.5,30
S00106756,76,1,-,-,-,-,-,-,20,20,20,3,4,3,5,-,-,35.1,29
S00106757,61,-,-,-,-,-,-,-,3,22,22,5,1,7,1,-,-,37.6,32
S00106758,73,-,-,-,-,1,-,-,16,18,22,11,2,1,2,-,-,35.4,31
S00106759,71,2,2,-,-,-,-,3,14,8,25,12,1,-,2,1,1,36.3,36
S00106760,106,7,1,-,1,1,2,1,4,12,54,15,2,2,4,-,-,34.9,33
S00106761,60,3,2,-,3,-,2,-,11,10,13,9,-,2,4,1,-,35.7,29
S00106762,93,6,2,-,-,-,-,1,10,14,44,8,-,3,3,1,1,34.9,32
S00106763,87,4,-,-,-,-,-,2,8,19,37,14,-,3,-,-,-,34.2,35
S00106764,57,1,1,1,-,-,-,-,10,16,23,3,-,2,-,-,-,31.5,29
S00106765,60,1,-,1,-,-,1,2,7,8,29,8,-,-,3,-,-,34.4,33
S00106766,72,-,1,1,-,1,-,-,5,19,26,9,2,4,3,-,1,38.3,32
S00106767,79,2,-,1,1,-,-,-,9,16,25,20,4,-,1,-,-,36.9,34
S00106768,56,1,-,-,1,1,1,2,8,7,21,10,2,2,-,-,-,35.4,33
S00106769,91,2,-,-,-,-,-,1,2,5,15,22,13,17,12,2,-,55.2,59
S00106770,88,1,1,2,2,1,4,-,15,13,24,16,5,1,3,-,-,35.7,32
S00106771,111,5,1,-,1,-,-,1,10,33,47,8,2,2,1,-,-,32.6,31
S00106772,69,5,2,-,1,-,1,-,7,25,21,5,1,1,-,-,-,28.8,29
S00106773,80,4,-,-,-,-,-,1,19,21,24,6,2,2,1,-,-,31.2,29
S00106774,104,7,3,3,2,1,3,-,9,6,26,22,2,16,2,2,-,39.9,40
S00106775,67,4,1,2,3,1,1,2,8,-,17,6,4,12,6,-,-,41.7,41
S00106776,71,7,2,-,5,1,-,4,3,2,26,5,4,6,6,-,-,37.2,36
S00106777,75,7,1,2,4,1,1,-,2,3,16,12,6,18,2,-,-,42.4,45
S00106778,57,7,-,1,1,-,1,1,2,1,15,5,8,7,1,5,2,46.6,44
S00106779,92,4,1,1,9,-,2,-,8,2,17,18,5,13,8,2,2,45.6,45
S00106780,117,6,-,1,2,-,4,3,7,22,33,23,6,6,3,-,1,37.8,34
S00106781,56,3,1,1,1,-,-,-,6,11,20,8,1,2,1,1,-,34.4,31
S00106782,58,1,-,-,1,1,2,-,1,9,21,11,3,6,1,1,-,41,35
S00106783,103,5,3,-,2,-,-,2,8,16,38,13,5,6,4,-,1,37.3,34
S00106784,52,3,1,1,-,-,1,1,4,9,16,14,1,-,1,-,-,34.6,31
S00106785,56,1,-,-,-,-,-,-,3,12,21,14,4,1,-,-,-,38.2,36
S00106786,97,3,1,-,-,-,-,3,35,20,30,3,-,1,1,-,-,28.3,26
S00106787,114,5,1,-,-,1,-,7,43,13,29,10,-,4,1,-,-,29.3,25
S00106788,108,2,1,-,1,-,1,8,41,23,17,10,-,1,3,-,-,28.6,25
S00106789,75,1,-,-,-,-,-,2,42,6,14,7,-,-,2,-,1,29.1,24
S00106790,50,6,1,1,-,-,-,-,10,9,5,9,2,2,4,1,-,35.8,29
S00106791,110,4,1,1,3,1,3,4,17,10,29,24,1,6,5,-,1,37.2,35
S00106792,91,2,2,2,3,-,1,9,22,17,13,13,5,1,1,-,-,30.6,27
S00106793,65,-,-,-,-,-,-,1,-,-,-,2,10,21,24,4,3,73,74
S00106794,103,2,-,-,1,-,-,-,15,22,29,11,3,7,12,1,-,41,33
S00106795,95,2,-,-,3,-,-,2,22,13,30,8,4,2,7,2,-,37.3,33
S00106796,114,6,1,1,-,-,-,1,9,26,44,15,4,5,1,1,-,35.3,32
S00106797,59,7,1,1,3,-,-,-,4,16,15,9,2,-,1,-,-,30.2,28
S00106798,77,-,-,-,-,-,-,1,13,14,28,14,2,1,3,1,-,37.5,31
S00106799,63,-,-,-,-,-,1,-,8,23,18,9,2,1,1,-,-,34.9,29
S00106800,68,1,-,-,-,1,-,2,12,15,17,9,4,5,1,1,-,37.2,31
S00106801,70,-,-,-,1,-,1,2,10,5,30,15,3,2,1,-,-,38,34
S00106802,121,2,-,-,-,-,-,9,31,21,38,13,1,1,5,-,-,32.5,29
S00106803,89,4,1,1,2,-,1,-,15,11,37,10,-,5,1,1,-,33.4,31
S00106804,62,-,-,-,-,-,-,-,10,14,17,13,1,2,5,-,-,39.3,33
S00106805,80,2,-,-,2,1,-,2,15,26,19,11,-,2,-,-,-,31.1,27
S00106806,55,2,-,-,-,-,1,1,7,9,19,13,1,-,2,-,-,36.9,35
S00106807,83,-,-,-,-,1,-,1,8,16,30,15,6,2,2,2,-,40.7,37
S00106808,68,-,-,-,-,-,1,-,12,32,12,8,-,1,2,-,-,32.8,28
S00106809,72,1,-,1,-,-,-,1,18,18,24,8,1,-,-,-,-,31.4,28
S00106810,67,2,1,1,-,-,-,-,14,8,21,13,2,3,2,-,-,36.5,34
S00106811,50,2,-,-,1,-,-,2,10,16,16,1,-,1,1,-,-,29.8,27
S00106812,99,7,-,-,-,-,-,1,13,24,26,21,3,4,-,-,-,34.7,32
S00106813,59,-,1,-,-,-,-,-,9,5,31,11,1,1,-,-,-,36.1,35
S00106814,78,4,-,-,-,2,-,-,22,15,21,9,1,3,1,-,-,32.1,29
S00106815,69,1,-,-,2,-,-,3,18,19,13,8,3,-,2,-,-,31.5,26
S00106816,61,7,3,2,1,1,2,-,2,4,20,11,1,2,3,1,1,34.9,34
S00106817,73,6,3,1,-,-,-,-,4,4,18,14,5,12,5,1,-,44.4,45
S00106818,53,-,-,-,-,-,-,3,3,-,-,4,5,12,16,5,5,69.3,74
S00106819,108,6,-,1,3,-,-,-,4,29,43,15,4,2,-,1,-,35,34
S00106820,51,-,-,-,-,1,1,1,-,-,1,-,12,14,14,3,4,69.9,72
S00106821,100,6,2,4,6,-,-,2,8,5,18,20,11,11,6,1,-,41.3,43
S00106822,79,3,3,-,3,-,4,-,5,2,11,21,9,9,8,-,1,47,50
S00106823,99,7,-,-,6,4,1,1,4,7,16,23,15,11,3,1,-,43.3,49
S00106824,127,12,-,2,4,-,4,1,9,9,40,32,5,8,1,-,-,36.5,37
S00106825,123,9,1,3,8,2,3,3,8,16,35,24,7,1,3,-,-,34.2,34
S00106826,61,2,-,-,2,-,-,1,8,9,18,8,8,4,1,-,-,38.3,33
S00106827,76,2,-,1,1,-,1,1,7,8,14,28,5,3,3,2,-,43.4,47
S00106828,63,7,-,1,3,1,1,1,5,9,14,11,1,-,8,-,1,37.1,31
S00106829,111,15,-,2,4,3,1,3,11,9,22,23,5,4,5,2,2,36.6,34
S00106830,52,-,-,-,-,1,-,1,3,1,8,11,4,14,8,1,-,56,62
S00106831,99,5,2,-,1,-,-,-,13,10,20,23,7,5,9,4,-,44.6,43
S00106832,99,6,2,1,2,1,-,1,7,16,27,10,9,8,6,1,2,41.2,38
S00106833,91,3,3,4,3,1,1,1,5,5,25,17,5,7,7,2,2,42.5,40
S00106834,114,9,-,1,4,3,3,3,4,14,27,25,9,6,3,3,-,38.4,36
S00106835,55,3,2,1,1,1,-,3,6,2,13,11,3,6,3,-,-,39.9,39
S00106836,119,9,5,3,4,1,1,-,6,7,31,28,8,13,3,-,-,40.2,41
S00106837,70,3,1,-,3,-,2,2,6,3,11,16,2,15,5,-,1,46.9,50
S00106838,99,2,1,-,4,3,5,6,11,13,23,19,7,3,2,-,-,35.6,34
S00106839,118,4,4,2,8,6,3,3,1,14,31,30,7,4,1,-,-,35.3,35
S00106840,149,8,1,2,8,2,6,4,11,11,25,51,11,9,-,-,-,39.5,44
S00106841,142,8,3,4,7,2,4,6,12,9,25,49,3,7,3,-,-,37.4,40
S00106842,95,2,1,-,3,1,3,4,3,5,21,23,9,13,5,2,-,46.1,46
S00106843,72,2,-,2,5,-,2,2,3,1,4,27,3,6,11,2,2,50.2,53
S00106844,56,8,-,1,2,-,-,9,5,3,14,12,1,1,-,-,-,29.3,30
S00106845,69,7,3,2,3,-,1,-,4,5,16,19,2,2,3,1,1,36.1,38
S00106846,124,12,5,6,11,4,3,3,5,7,32,33,2,1,-,-,-,30.5,36
S00106847,85,7,3,4,2,1,1,-,5,11,20,19,5,6,1,-,-,35.4,37
S00106848,81,9,7,4,3,2,-,1,-,4,22,17,3,3,5,-,1,35.1,36
S00106849,140,9,8,3,5,-,1,2,10,12,27,44,11,5,3,-,-,38.1,38
S00106850,95,9,4,1,8,1,4,2,7,5,24,20,5,4,1,-,-,33.1,34
S00106851,126,3,2,5,9,3,5,4,4,9,18,31,20,11,-,2,-,41,45
S00106852,53,5,4,-,3,1,2,1,2,1,14,7,5,3,3,1,1,38.4,40
S00106853,146,9,6,2,7,2,8,2,9,6,27,34,7,15,9,1,2,40.6,42
S00106854,99,8,3,-,3,-,-,-,30,26,21,5,1,2,-,-,-,26.4,25
S00106855,86,16,2,5,6,1,1,-,4,12,21,13,4,1,-,-,-,27.4,28
S00106856,115,4,-,1,1,-,-,10,24,42,24,7,-,-,2,-,-,28.2,27
S00106857,96,5,2,-,1,-,-,2,20,22,32,9,1,2,-,-,-,30.2,27
S00106858,107,5,-,-,2,-,1,2,12,41,34,5,4,1,-,-,-,30,28
S00106859,60,4,-,-,1,-,1,2,12,5,25,7,2,1,-,-,-,31.9,32
S00106860,109,13,8,3,2,-,-,6,10,9,38,15,1,3,1,-,-,29.5,31
S00106861,115,13,2,5,5,-,2,4,14,13,33,21,2,1,-,-,-,29.4,29
S00106862,96,2,2,10,22,1,1,1,3,-,12,20,10,9,1,2,-,36.4,40
S00106863,124,5,4,3,13,1,5,1,4,-,26,32,14,10,3,-,3,41,45
S00106864,101,1,3,5,16,2,3,1,1,1,15,32,8,12,1,-,-,39.5,45
S00106865,133,7,2,6,13,-,6,5,7,5,27,36,3,13,3,-,-,37,41
S00106866,104,3,7,3,5,1,1,2,9,2,22,29,9,6,2,2,1,40.6,44
S00106867,142,10,4,5,7,4,5,2,7,7,30,38,5,12,6,-,-,37.7,42
S00106868,180,34,12,6,7,4,3,1,2,6,72,30,1,2,-,-,-,28.1,34
S00106869,84,4,3,2,4,3,5,2,1,5,15,29,6,2,1,2,-,38.4,43
S00106870,115,11,8,4,7,2,1,2,3,4,37,26,2,6,2,-,-,33.5,36
S00106871,478,7,2,1,1,3,3,202,170,49,29,11,-,-,-,-,-,21.7,20
S00106872,84,3,2,-,4,-,-,5,23,18,21,7,-,1,-,-,-,27.5,26
S00106873,268,-,-,-,-,-,2,83,102,11,42,19,5,3,-,-,1,26.8,20
S00106874,103,-,-,-,-,-,-,-,18,2,4,7,13,21,18,14,6,62.4,70
S00106875,68,-,-,-,-,-,-,-,16,18,23,7,3,-,1,-,-,33.1,30
S00106876,51,-,-,-,-,-,-,-,13,10,19,4,3,2,-,-,-,34.2,30
S00106877,105,-,2,2,2,2,1,3,28,16,23,18,3,2,2,1,-,34,27
S00106878,77,2,1,-,-,-,1,6,20,19,10,10,2,2,4,-,-,32.3,26
S00106879,181,1,3,1,2,-,-,8,86,37,27,9,2,3,2,-,-,27.3,24
S00106880,100,1,-,-,-,-,-,11,53,23,7,3,1,1,-,-,-,24.6,22
S00106881,89,1,2,2,1,1,-,2,22,8,23,17,4,5,1,-,-,35.2,33
S00106882,120,11,3,3,2,1,-,-,15,18,33,21,2,9,2,-,-,34.4,32
S00106883,169,5,1,1,6,-,1,3,49,21,35,31,11,2,3,-,-,33.9,29
S00106884,109,4,1,-,1,-,-,-,19,26,37,13,3,2,2,1,-,34.1,31
S00106885,96,3,1,-,1,-,-,-,24,26,27,9,2,-,3,-,-,32,29
S00106886,108,4,1,-,2,-,-,4,27,25,29,10,1,5,-,-,-,30.9,27
S00106887,61,-,-,-,-,-,-,-,22,18,17,2,-,1,1,-,-,30.3,27
S00106888,76,1,1,-,1,-,-,2,14,21,22,6,5,3,-,-,-,32.9,29
S00106889,51,-,-,-,-,-,1,4,13,14,14,4,1,-,-,-,-,29.8,26
S00106890,100,5,-,-,3,1,-,4,6,20,34,16,6,1,4,-,-,36.1,33
S00106891,106,4,2,-,-,-,-,-,4,14,28,5,1,14,18,9,7,53.2,47
S00106892,101,7,2,-,1,-,-,-,4,21,39,19,4,2,2,-,-,36.3,35
S00106893,129,5,5,3,2,1,1,-,3,37,42,19,6,2,2,-,1,34.3,32
S00106894,131,4,1,-,4,1,1,1,17,38,37,13,3,3,5,3,-,34.4,29
S00106895,82,1,-,-,-,-,-,-,8,19,40,10,-,1,2,-,1,36.2,33
S00106896,84,4,1,2,7,1,2,6,7,9,15,12,4,7,6,1,-,37.3,31
S00106897,97,1,1,1,2,-,1,9,16,7,10,24,9,10,5,-,1,43.4,45
S00106898,92,-,-,-,4,1,1,4,17,18,13,16,6,9,2,1,-,38.3,31
S00106899,60,-,-,-,1,-,3,-,16,4,13,7,2,6,8,-,-,42.7,38
S00106900,92,1,2,-,-,1,1,2,15,10,17,13,4,13,10,2,1,45.3,38
S00106901,66,4,3,1,-,2,-,2,14,8,13,8,2,6,3,-,-,34.3,28
S00106902,134,6,2,-,-,-,1,2,20,13,35,27,6,15,6,1,-,41.3,39
S00106903,78,2,8,10,6,-,-,4,3,3,18,10,2,7,4,1,-,34,35
S00106904,115,-,2,-,8,-,2,1,10,21,30,28,6,4,3,-,-,38.5,36
S00106905,86,3,1,1,-,1,-,-,17,19,35,5,1,2,-,-,1,31.3,31
S00106906,82,-,-,-,-,-,-,-,16,14,18,13,8,6,6,1,-,42.8,36
S00106907,103,-,-,1,2,1,1,2,28,1,19,26,5,9,6,2,-,42.3,40
S00106908,149,2,-,1,-,-,-,-,12,6,30,46,13,23,13,3,-,50.9,53
S00106909,118,3,1,-,1,1,-,1,34,37,33,5,-,-,1,1,-,28.3,27
S00106910,123,-,-,-,1,-,-,15,27,23,9,13,9,10,13,1,2,41.2,28
S00106911,132,15,6,2,7,-,8,6,2,12,34,28,5,6,-,-,1,32.5,35
S00106912,108,1,2,-,3,-,-,15,21,29,21,7,4,4,1,-,-,30.3,26
S00106913,106,4,1,2,8,2,-,11,46,10,16,2,2,1,1,-,-,23.8,21
S00106914,82,2,-,-,1,-,1,2,52,9,8,2,3,-,2,-,-,25.9,21
S00106915,83,3,-,1,-,1,-,1,23,26,17,5,3,3,-,-,-,30.3,26
S00106916,106,-,1,-,2,-,9,5,22,6,21,10,8,14,8,-,-,39.9,33
S00106917,304,2,-,1,-,-,2,85,122,40,29,14,-,4,5,-,-,25.5,22
S00106918,110,2,-,-,-,-,-,5,28,34,31,9,1,-,-,-,-,29.2,28
S00106919,318,5,2,2,3,1,4,140,102,11,25,19,3,1,-,-,-,22.9,20
S00106920,100,2,2,1,4,-,1,1,10,18,28,24,4,3,2,-,-,36.4,34
S00106921,138,7,1,2,2,-,-,2,31,28,43,6,8,7,-,1,-,32.3,29
S00106922,99,2,1,3,1,1,1,2,33,21,25,7,-,-,1,-,1,28.4,26
S00106923,95,-,-,1,-,-,2,-,34,24,17,11,3,2,-,1,-,32,27
S00106924,428,2,2,3,13,4,5,71,189,54,30,40,7,2,5,1,-,26.6,22
S00106925,139,5,1,2,2,2,6,23,32,19,18,16,6,2,2,3,-,30.4,24
S00106926,283,-,-,-,-,-,2,95,123,30,25,6,-,2,-,-,-,23,20
S00106927,101,1,2,-,4,1,4,2,3,10,19,34,6,8,4,1,2,44.6,47
S00106928,111,-,1,4,3,-,2,2,37,20,22,14,2,2,1,1,-,30.8,26
S00106929,58,2,-,-,1,-,-,5,9,16,19,5,-,-,1,-,-,30.8,29
S00106930,78,-,-,-,-,-,-,3,14,22,15,14,2,4,4,-,-,37.7,30
S00106931,177,3,-,-,-,-,1,7,79,46,28,11,1,1,-,-,-,27,24
S00106932,355,2,3,-,2,-,2,151,123,37,28,4,1,2,-,-,-,21.9,20
S00106933,80,3,1,3,4,-,-,1,2,15,12,18,3,5,7,5,1,43.8,41
S00106934,83,1,-,-,1,1,-,1,11,11,23,14,4,7,9,-,-,43,37
S00106935,96,7,5,1,3,-,5,1,6,13,22,19,4,1,8,1,-,36.5,35
S00106936,77,4,3,4,3,-,1,-,5,10,26,6,3,6,4,-,2,37.3,34
S00106937,78,-,-,-,-,-,1,-,1,-,-,1,1,3,40,19,12,81.2,82
S00106938,61,5,-,1,-,-,2,1,4,8,24,9,4,1,1,1,-,35.4,33
S00106939,68,2,-,-,-,-,-,-,5,12,32,10,2,3,2,-,-,37.6,34
S00106940,80,8,-,-,1,-,-,-,5,13,30,15,1,3,3,1,-,37.1,35
S00106941,58,5,4,2,-,-,-,-,6,6,19,9,-,4,1,2,-,35.4,37
S00106942,111,1,-,-,1,1,-,-,6,21,18,6,8,15,19,6,9,54.6,61
S00106943,61,3,1,1,2,-,1,2,1,-,11,19,5,7,6,2,-,49,53
S00106944,101,6,2,1,4,1,-,3,6,12,36,19,5,1,4,1,-,36.1,35
S00106945,86,5,-,-,-,-,-,4,9,18,25,17,2,2,4,-,-,36.2,32
S00106946,94,12,2,4,1,3,2,3,6,3,27,18,3,4,5,1,-,35.7,38
S00106947,103,7,-,-,6,-,1,-,5,15,26,23,5,7,6,2,-,40.5,38
S00106948,92,12,1,-,-,1,-,-,3,3,34,19,9,8,2,-,-,39.8,39
S00106949,115,10,2,4,1,-,-,-,16,18,43,11,6,4,-,-,-,31.7,31
S00106950,52,3,1,1,1,-,1,-,1,3,21,5,5,6,2,2,-,42.7,38
S00106951,91,3,-,-,2,-,3,1,7,8,21,23,6,9,8,-,-,44.3,45
S00106952,96,2,3,-,1,-,-,-,5,23,37,15,2,5,3,-,-,37.2,35
S00106953,79,-,1,-,-,-,-,1,13,13,22,20,4,3,2,-,-,39.4,36
S00106954,116,6,1,1,2,1,2,4,6,5,24,31,9,9,9,6,-,46.2,48
S00106955,54,3,-,-,2,1,2,1,1,5,14,13,2,2,5,1,2,43.1,40
S00106956,92,4,-,-,5,2,2,1,11,7,11,24,9,8,8,-,-,43,49
